"Destination","Configuration","Memory Peak Physical (Average)","Memory Peak Physical (Iterations)","Memory Peak Physical (Baseline)","Memory Physical (Average)","Memory Physical (Iterations)","Memory Physical (Baseline)","Clock Monotonic Time (Average)","Clock Monotonic Time (Iterations)","Clock Monotonic Time (Baseline)"
"iPhone 12 Pro iOS 17.3.1","Test Scheme Action","16736.4736 kB","[16729.92, 16729.92, 16729.92, 16746.304, 16746.304]","No Baseline","0 kB","[0.0, 0.0, 0.0, 0.0, 0.0]","No Baseline","0.0331057698 s","[0.033149238000000004, 0.033089952, 0.033070723, 0.033148459000000005, 0.033070477]","No Baseline"
