"Destination","Configuration","Memory Peak Physical (Average)","Memory Peak Physical (Iterations)","Memory Peak Physical (Baseline)","Memory Physical (Average)","Memory Physical (Iterations)","Memory Physical (Baseline)","Clock Monotonic Time (Average)","Clock Monotonic Time (Iterations)","Clock Monotonic Time (Baseline)"
"iPhone 12 Pro iOS 17.3.1","Test Scheme Action","16516.864 kB","[16516.864, 16516.864, 16516.864, 16516.864, 16516.864, 16516.864, 16516.864, 16516.864, 16516.864, 16516.864]","No Baseline","0 kB","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","No Baseline","0.0338594154 s","[0.033841769, 0.034173623, 0.033757432000000004, 0.033655711000000005, 0.033783549, 0.033786706, 0.03409601, 0.033794824, 0.03384058, 0.033863950000000004]","No Baseline"
